twitter,url,name,location
timesrecord,https://www.swtimes.com/,Southwest Times Record,Fort Smith
timesrecorder,https://www.zanesvilletimesrecorder.com/,Zanesville Times Recorder,Zanesville
timesrecordnews,https://www.timesrecordnews.com/,Times Record News,Wichita Falls
timestelegram,https://www.timestelegram.com/,The Times Telegram,Utica
tmz,https://www.tmz.com/,TMZ,Los Angeles
toacornnews,https://www.toacorn.com/,Thousand Oaks Acorn,Thousand Oaks
torrentfreak,https://torrentfreak.com/,TorrentFreak,San Francisco
townhallcom,https://townhall.com/,Townhall,Washington
towntalkdotcom,https://www.thetowntalk.com/,Alexandria Town Talk,Alexandria
tpm,https://talkingpointsmemo.com/?,TPM,New York City
tprnews,https://www.tpr.org/,Texas Public Radio,San Antonio
tricityherald,http://www.tri-cityherald.com,Tri-City Herald,Kennewick
trohio,https://www.timesreporter.com/,Times Reporter,New Philadelphia
truthout,https://truthout.org/,Truthout,San Francisco
tucsonsentinel,http://www.tucsonsentinel.com/,Tucson Sentinel,Tucson
tucsonstar,https://tucson.com/,Arizona Daily Star,Tucson
tuscaloosanews,https://www.tuscaloosanews.com/,Tuscaloosa News,Tuscaloosa
tylerpaper,https://tylerpaper.com/,Tyler Morning Telegraph,Tyler
umd_sbs,https://umdsbs.wordpress.com/,Stories Beneath the Shell,College Park
ur_ninja,https://unicornriot.ninja/,Unicorn Riot,Minneapolis
usatoday,https://www.usatoday.com/,USA Today,Washington
usnews,https://www.usnews.com/,U.S. News & World Report,Washington
usweekly,https://www.usmagazine.com/,Us Weekly,New York City
uticaod,https://www.uticaod.com/,Utica Observer-Dispatch,Utica
uvaldenews,https://www.uvaldeleadernews.com/,Uvalde News-Leader,Uvalde
vanityfair,https://www.vanityfair.com/,Vanity Fair,New York City
variety,https://variety.com/,Variety,Los Angeles
vcstar,https://www.vcstar.com/,Ventura County Star,Camarillo
venturebeat,https://venturebeat.com/,VentureBeat,San Francisco
verge,https://www.theverge.com/,Verge,New York City
vermontpublic,https://www.vermontpublic.org/,Vermont Public,Colchester
verticalmag,https://verticalmag.com/,Vertical,Kitchener
vicenews,https://www.vice.com/en/section/news,Vice News,New York City
voguemagazine,https://www.vogue.com/,Vogue,New York City
voiceofoc,https://www.voiceofoc.org/,Voice of OC,Santa Ana
voiceofsandiego,https://voiceofsandiego.org/,Voice of San Diego,San Diego
voicesofbay,https://voicesofmontereybay.org/,Voices of Monterey Bay,Monterey
votebeatus,https://www.votebeat.org/,Votebeat,Washington
voxdotcom,https://www.vox.com/,Vox,New York City
vtdigger,https://vtdigger.org/,VT Digger,Burlington
vtdnews,https://www.visaliatimesdelta.com/,Visalia Times Delta,Visalia
vulture,https://www.vulture.com/,Vulture,New York City
vvdailypress,https://www.vvdailypress.com/,Victorville Daily Press,Victorville
wabenews,https://www.wabe.org,WABE News,Atlanta
walbnews10,https://www.walb.com,WALB News 10,Albany
washingtonpost,https://www.washingtonpost.com/,Washington Post,Washington
washtimes,https://www.washingtontimes.com/,Washington Times,Washington
wausauherald,https://www.wausaudailyherald.com/,Wausau Daily Herald,Wausau
wave3news,https://www.wave3.com/,WAVE,Louisville
wbez,https://www.wbez.org/,WBEZ,Chicago
wbrcnews,https://www.wbrc.com/,WBRC FOX6 News,Birmingham
wbtv_news,https://www.wbtv.com/,WBTV,Charlotte
wbur,https://www.wbur.org/,WBUR,Boston
wcfcourier,https://wcfcourier.com/,Waterloo-Cedar Falls Courier,Waterloo
wdrbnews,https://www.wdrb.com/,WDRB News,Louisville
wearehpr,https://www.hawaiipublicradio.org/,Hawaii Public Radio,Honolulu
weatherchannel,https://weather.com/,Weather Channel,Atlanta
weeklycitizen,https://www.weeklycitizen.com/,Gonzales Weekly Citizen,Gonzales
wfaa,https://www.wfaa.com/,WFAA,Dallas
wfxl,https://www.wfxl.com,Fox 31 WFXL-TV,Albany
wgnnews,https://wgntv.com/,WGN,Chicago
wgrz,https://www.wgrz.com/,WGRZ,Buffalo
whas11,https://www.whas11.com/,WHAS11 News,Louisville
whyynews,https://whyy.org/news,WHYY,Philadelphia
wickedlocal,https://www.wickedlocal.com/,Wicked Local,Boston
windowscentral,https://www.windowscentral.com/,Windows Central,Redmond
wired,https://www.wired.com/,Wired,San Francisco
wistatejournal,https://madison.com/wsj/,Wisconsin State Journal,Wisconsin
wjbf,https://www.wjbf.com,WJBF,Augusta
wkyt,https://www.wkyt.com/,WKYT,Lexington
wncn,https://www.cbs17.com/,CBS 17,Raleigh
wnpr,https://www.ctpublic.org/,Connecticut Public,Hartford
wnyc,https://www.wnyc.org/,WNYC,New York City
wnyt,https://wnyt.com/,WNYT NewsChannel 13,Albany
wonkette,https://www.wonkette.com/,Wonkette,Detroit
worldnetdaily,https://www.wnd.com/,WND News,Washington
wowt6news,https://www.wowt.com/,6 News WOWT,Omaha
wplglocal10,https://www.local10.com/,WPLG Local 10 News,Miami
wral,https://www.wral.com/,WRAL,Raleigh
wrblnews3,https://www.wrbl.com/,WRBL News 3,Columbus
wrdw_wagt,https://www.wrdw.com,News 12 NBC 26,Augusta
wrtribune,https://www.wisconsinrapidstribune.com/,Wisconsin Rapids Daily Tribune,Wisconsin Rapids
wsav,https://www.wsav.com,WSAV News 3,Savannah
wsbtv,https://www.wsbtv.com,WSB-TV,Atlanta
wsj,https://www.wsj.com/,Wall Street Journal,New York City
wtenews,https://www.wyomingnews.com/,Wyoming Tribune Eagle,Cheyenne
wtoc11,https://www.wtoc.com,WTOC,Savannah
wttw,https://www.wttw.com/,WTTW,Chicago
wtvm,https://www.wtvm.com,WTVM News Leader 9,Columbus
wvgazettemail,https://www.wvgazettemail.com/,Charleston Gazette-Mail,Charleston
wvstatejournal,https://www.wvnews.com/statejournal/,The State Journal,Charleston
yahoonews,https://news.yahoo.com/,Yahoo! News,New York City
yaledailynews,https://yaledailynews.com/,Yale Daily News,New Haven
ycitynewsonline,https://ycitynews.com/,Y-City News,Zanesville
ydrcom,https://www.ydr.com/,York Daily Record,York
yorkdispatch,https://www.yorkdispatch.com/,York Dispatch,York
zerohedge,https://www.zerohedge.com/,ZeroHedge,New York City
